EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITUDE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH,METADATA_VERSION,METADATA_RELEASE_DATE
EIN-00-2084307,,21540.0,"Escanaba, MI","Escanaba, MI Micro Area",M2,-87.0846615|45.747513,2012.0,260419708002012.0,Block 2012,U,27847.0,U,S,7.0,7.0,26.0,41.0,970800.0,26041970800.0,Census Tract 9708,MI,Delta County,Michigan,1989,"ESCANABA,MI,49829-0527","49829-0527, ESCANABA, MICHIGAN",-87.0846615,45.747513,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2084489,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.1842575532561|25.8648004431494,2010.0,120860012052010.0,Block 2010,U,56602.0,U,S,12.0,28.0,12.0,86.0,1205.0,12086001205.0,Census Tract 12.05,FL,Miami-Dade County,Florida,1989,"MIAMI SHORES,FL,33138-2549","33138, MIAMI SHORES, FLORIDA",-80.1842575532561,25.8648004431494,PostalLoc,100.0,M,0.0,2024-06-24
EIN-00-2084786,,45340.0,"Taos, NM","Taos, NM Micro Area",M2,-105.5724885|36.394101,3004.0,350559526013004.0,Block 3004,U,86653.0,U,S,85.0,160.0,35.0,55.0,952601.0,35055952601.0,Census Tract 9526.01,NM,Taos County,New Mexico,1989,"TAOS,NM,87571-1240","87571-1240, TAOS, NEW MEXICO",-105.5724885,36.394101,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2085344,428.0,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.597498|39.777831,2010.0,100030118002010.0,Block 2010,U,69076.0,U,S,328.0,457.0,10.0,3.0,11800.0,10003011800.0,Census Tract 118,DE,New Castle County,Delaware,1989,"WILMINGTON,DE,19807-2304","19807-2304, WILMINGTON, DELAWARE",-75.597498,39.777831,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2085488,184.0,10420.0,"Akron, OH","Akron, OH Metro Area",M1,-81.5171805|41.083938,1005.0,391535083011005.0,Block 1005,U,766.0,U,S,0.0,0.0,39.0,153.0,508301.0,39153508301.0,Census Tract 5083.01,OH,Summit County,Ohio,1989,"AKRON,OH,44308-1815","44308-1815, AKRON, OHIO",-81.5171805,41.083938,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2085645,,45300.0,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,-82.456119|27.967518,3025.0,120570030003025.0,Block 3025,U,86599.0,U,S,13.0,37.0,12.0,57.0,3000.0,12057003000.0,Census Tract 30,FL,Hillsborough County,Florida,1989,"TAMPA,FL,33602-1615","33602-1615, TAMPA, FLORIDA",-82.456119,27.967518,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2086283,538.0,12780.0,"Bartlesville, OK","Bartlesville, OK Micro Area",M2,-95.9740849999999|36.74627,3048.0,401470003003048.0,Block 3048,U,5329.0,U,S,1.0,4.0,40.0,147.0,300.0,40147000300.0,Census Tract 3,OK,Washington County,Oklahoma,1989,"BARTLESVILLE,OK,74003-0000","74003, BARTLESVILLE, OKLAHOMA",-95.9740849999999,36.74627,Postal,100.0,M,0.0,2024-06-24
EIN-00-2086391,376.0,33340.0,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.9149205|43.034607,3003.0,550791874003003.0,Block 3003,U,57466.0,U,S,0.0,0.0,55.0,79.0,187400.0,55079187400.0,Census Tract 1874,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53201-2054","53201-2054, MILWAUKEE, WISCONSIN",-87.9149205,43.034607,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2081875,,,,,,-74.6205936|42.4086059000001,3023.0,360259710003023.0,Block 3023,R,,,S,12.0,17.0,36.0,25.0,971000.0,36025971000.0,Census Tract 9710,NY,Delaware County,New York,1989,"STAMFORD,NY,12167-9800","12167, STAMFORD, NEW YORK",-74.6205936,42.4086059000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2081703,,,,,,-92.0243205|45.531441,3007.0,550050002003007.0,Block 3007,R,,,S,65.0,125.0,55.0,5.0,200.0,55005000200.0,Census Tract 2,WI,Barron County,Wisconsin,1989,"CUMBERLAND,WI,54829-9531","54829-9531, CUMBERLAND, WISCONSIN",-92.0243205,45.531441,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2081047,,47940.0,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,-92.382012|42.4998,1019.0,190130015031019.0,Block 1019,U,92593.0,U,S,5.0,7.0,19.0,13.0,1503.0,19013001503.0,Census Tract 15.03,IA,Black Hawk County,Iowa,1989,"WATERLOO,IA,50701-5725","50701-5725, WATERLOO, IOWA",-92.382012,42.4998,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2078837,,,,,,-96.16635|42.789933,4016.0,191499702004016.0,Block 4016,U,48988.0,U,S,19.0,52.0,19.0,149.0,970200.0,19149970200.0,Census Tract 9702,IA,Plymouth County,Iowa,1989,"LE MARS,IA,51031-2032","51031-2032, LE MARS, IOWA",-96.16635,42.789933,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2077106,122.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.390545|33.75352,1046.0,131210119011046.0,Block1046,U,3817.0,,S,0.0,0.0,13.0,121.0,11901.0,13121011901.0,Census Tract 119.01,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30303-0000","30303, ATLANTA, GEORGIA",-84.390545,33.75352,Postal,100.0,M,0.0,2024-06-24
EIN-00-2077197,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.2941521615974|25.7045196361954,2020.0,120860076082020.0,Block 2020,U,56602.0,U,S,0.0,0.0,12.0,86.0,7608.0,12086007608.0,Census Tract 76.08,FL,Miami-Dade County,Florida,1989,"SOUTH MIAMI,FL,33143-5482","33143, SOUTH MIAMI, FLORIDA",-80.2941521615974,25.7045196361954,PostalLoc,100.0,M,0.0,2024-06-24
EIN-00-2077520,122.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.405591|33.848694,2006.0,131210099002006.0,Block2006,U,3817.0,,S,19.0,39.0,13.0,121.0,9900.0,13121009900.0,Census Tract 99,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30305-1051","30305-1051, ATLANTA, GEORGIA",-84.405591,33.848694,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2077610,,40860.0,"Rutland, VT","Rutland, VT Micro Area",M2,-72.9762651999999|43.4697397000001,1030.0,500219640001030.0,Block 1030,R,,,S,20.0,35.0,50.0,21.0,964000.0,50021964000.0,Census Tract 9640,VT,Rutland County,Vermont,1989,"WALLINGFORD,VT,05773-0000","05773, WALLINGFORD, VERMONT",-72.9762651999999,43.4697397000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2077778,538.0,46140.0,"Tulsa, OK","Tulsa, OK Metro Area",M1,-95.912405|36.054385,1006.0,401430076481006.0,Block 1006,U,88948.0,U,S,31.0,71.0,40.0,143.0,7648.0,40143007648.0,Census Tract 76.48,OK,Tulsa County,Oklahoma,1989,"TULSA,OK,74136-0000","74136, TULSA, OKLAHOMA",-95.912405,36.054385,Postal,100.0,M,0.0,2024-06-24
EIN-00-2077837,545.0,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",M1,-76.2812415|36.902484,1029.0,517100017001029.0,Block 1029,U,90892.0,U,S,203.0,211.0,51.0,710.0,1700.0,51710001700.0,Census Tract 17,VA,Norfolk city,Virginia,1989,"NORFOLK,VA,23505-4315","23505-4315, NORFOLK, VIRGINIA",-76.2812415,36.902484,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2077855,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9981099999999|40.750955,1011.0,360610103001011.0,Block 1011,U,63217.0,U,S,9.0,30.0,36.0,61.0,10300.0,36061010300.0,Census Tract 103,NY,New York County,New York,1989,"NEW YORK,NY,10001-0000","10001, NEW YORK, NEW YORK",-73.9981099999999,40.750955,Postal,100.0,M,0.0,2024-06-24
EIN-00-2077932,288.0,26420.0,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.36788|29.7444,1029.0,482013125011029.0,Block 1029,U,40429.0,U,S,0.0,0.0,48.0,201.0,312501.0,48201312501.0,Census Tract 3125.01,TX,Harris County,Texas,1989,"HOUSTON,TX,77001-0000","77001, HOUSTON, TEXAS",-95.36788,29.7444,Postal,100.0,M,0.0,2024-06-24
EIN-00-2077983,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9718505|40.759812,1001.0,360610100001001.0,Block 1001,U,63217.0,U,S,240.0,327.0,36.0,61.0,10000.0,36061010000.0,Census Tract 100,NY,New York County,New York,1989,"NEW YORK,NY,10022-4405","10022-4405, NEW YORK, NEW YORK",-73.9718505,40.759812,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2077999,160.0,15380.0,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY Metro Area",M1,-78.82594|42.88487,1000.0,360290016011000.0,Block 1000,U,11350.0,U,S,0.0,2.0,36.0,29.0,1601.0,36029001601.0,Census Tract 16.01,NY,Erie County,New York,1989,"BUFFALO,NY,14240-0000","14240, BUFFALO, NEW YORK",-78.82594,42.88487,Postal,100.0,M,0.0,2024-06-24
EIN-00-2078509,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.0101815|40.709457,1002.0,360610015021002.0,Block 1002,U,63217.0,U,S,13.0,50.0,36.0,61.0,1502.0,36061001502.0,Census Tract 15.02,NY,New York County,New York,1989,"NEW YORK,NY,10038-4205","10038-4205, NEW YORK, NEW YORK",-74.0101815,40.709457,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2078817,376.0,33340.0,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-88.0161723266803|43.0347280566187,1009.0,550790127001009.0,Block 1009,U,57466.0,U,S,64.0,225.0,55.0,79.0,91300.0,55079091300.0,Census Tract 913,WI,Milwaukee County,Wisconsin,1989,"WAUWATOSA,WI,53213-0000","53213, HONEY CREEK PARKWAY, WAUWATOSA, WISCONSIN",-88.0161723266803,43.0347280566187,PostalLoc,100.0,T,0.0,2024-06-24
EIN-00-2079199,,31340.0,"Lynchburg, VA","Lynchburg, VA Metro Area",M1,-79.1507295|37.418049,1016.0,516800006001016.0,Block 1016,U,52201.0,U,S,9.0,13.0,51.0,680.0,600.0,51680000600.0,Census Tract 6,VA,Lynchburg city,Virginia,1989,"LYNCHBURG,VA,24504-2320","24504-2320, LYNCHBURG, VIRGINIA",-79.1507295,37.418049,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2080960,376.0,33340.0,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-88.0045605|43.182036,2001.0,550790001012001.0,Block 2001,U,57466.0,U,S,0.0,0.0,55.0,79.0,101.0,55079000101.0,Census Tract 1.01,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53223-1911","53223-1911, MILWAUKEE, WISCONSIN",-88.0045605,43.182036,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2079262,548.0,12580.0,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area",M1,-76.7352015|39.271626,1012.0,240054010001012.0,Block 1012,U,4843.0,U,S,6.0,14.0,24.0,5.0,401000.0,24005401000.0,Census Tract 4010,MD,Baltimore County,Maryland,1989,"CATONSVILLE,MD,21228-4432","21228-4432, CATONSVILLE, MARYLAND",-76.7352015,39.271626,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2079304,142.0,13820.0,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area",M1,-86.808485|33.5187050000001,5038.0,10730027025038.0,Block 5038,U,7786.0,U,S,0.0,0.0,1.0,73.0,2702.0,1073002702.0,Census Tract 27.02,AL,Jefferson County,Alabama,1989,"BIRMINGHAM,AL,35203-0000","35203, BIRMINGHAM, ALABAMA",-86.808485,33.5187050000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2079311,350.0,31140.0,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,-85.606455|38.261425,3003.0,211110101043003.0,Block 3003,U,51755.0,U,S,313.0,433.0,21.0,111.0,10104.0,21111010104.0,Census Tract 101.04,KY,Jefferson County,Kentucky,1989,"LOUISVILLE,KY,40222-2927","40222, LOUISVILLE, KENTUCKY",-85.606455,38.261425,Postal,100.0,M,0.0,2024-06-24
EIN-00-2079429,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.17129|40.9165200000001,2015.0,340311832002015.0,Block 2015,U,63217.0,U,S,0.0,0.0,34.0,31.0,183200.0,34031183200.0,Census Tract 1832,NJ,Passaic County,New Jersey,1989,"PATERSON,NJ,07505-0000","07505, PATERSON, NEW JERSEY",-74.17129,40.9165200000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2079601,,29100.0,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area",M1,-91.234638|43.788159,3022.0,550630010003022.0,Block 3022,U,45910.0,U,S,23.0,42.0,55.0,63.0,1000.0,55063001000.0,Census Tract 10,WI,La Crosse County,Wisconsin,1989,"LA CROSSE,WI,54601-6411","54601-6411, LA CROSSE, WISCONSIN",-91.234638,43.788159,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2079703,236.0,21300.0,"Elmira, NY","Elmira, NY Metro Area",M1,-76.7954385|42.095268,1013.0,360150007001013.0,Block 1013,U,27118.0,U,S,23.0,45.0,36.0,15.0,700.0,36015000700.0,Census Tract 7,NY,Chemung County,New York,1989,"ELMIRA,NY,14901-2822","14901-2822, ELMIRA, NEW YORK",-76.7954385,42.095268,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2079959,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.7990495|42.456114,1011.0,260937437001011.0,Block 1011,U,83332.0,U,S,44.0,71.0,26.0,93.0,743700.0,26093743700.0,Census Tract 7437,MI,Livingston County,Michigan,1989,"HAMBURG,MI,48139-9999","48139-9999, HAMBURG, MICHIGAN",-83.7990495,42.456114,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2080088,308.0,27860.0,"Jonesboro, AR","Jonesboro, AR Metro Area",M1,-90.7019349999999|35.8341400000001,2004.0,50310001012004.0,Block 2004,U,43345.0,U,S,0.0,1.0,5.0,31.0,101.0,5031000101.0,Census Tract 1.01,AR,Craighead County,Arkansas,1989,"JONESBORO,AR,72401-0000","72401, JONESBORO, ARKANSAS",-90.7019349999999,35.8341400000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2080207,406.0,35380.0,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,-90.1031085|30.011814,2006.0,220710056022006.0,Block2006,U,62677.0,,S,25.0,71.0,22.0,71.0,5602.0,22071005602.0,Census Tract 56.02,LA,Orleans Parish,Louisiana,1989,"NEW ORLEANS,LA,70124-3348","70124-3348, NEW ORLEANS, LOUISIANA",-90.1031085,30.011814,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2080237,,29620.0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.548005|42.709665,3000.0,260650023003000.0,Block 3000,U,47719.0,U,S,31.0,62.0,26.0,65.0,2300.0,26065002300.0,Census Tract 23,MI,Ingham County,Michigan,1989,"LANSING,MI,48910-7328","48910, LANSING, MICHIGAN",-84.548005,42.709665,Postal,100.0,M,0.0,2024-06-24
EIN-00-2080381,348.0,31080.0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.413738|34.059573,1011.0,60372679011011.0,Block 1011,U,51445.0,U,S,0.0,0.0,6.0,37.0,267901.0,6037267901.0,Census Tract 2679.01,CA,Los Angeles County,California,1989,"LOS ANGELES,CA,90067-3028","90067-3028, LOS ANGELES, CALIFORNIA",-118.413738,34.059573,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2080930,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.136455|25.78718,3000.0,120860043043000.0,Block 3000,U,56602.0,U,S,130.0,170.0,12.0,86.0,4304.0,12086004304.0,Census Tract 43.04,FL,Miami-Dade County,Florida,2003,"MIAMI BEACH,FL,33139","33139, MIAMI BEACH, FLORIDA",-80.136455,25.78718,Postal,100.0,M,0.0,2024-06-24
EIN-00-2087309,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.296458|42.304779,2000.0,261635701002000.0,Block 2000,U,23824.0,U,S,240.0,431.0,26.0,163.0,570100.0,26163570100.0,Census Tract 5701,MI,Wayne County,Michigan,1989,"INKSTER,MI,48141-1923","48141-1923, INKSTER, MICHIGAN",-83.296458,42.304779,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2087513,468.0,40580.0,"Rocky Mount, NC","Rocky Mount, NC Metro Area",M1,-77.78948|35.9411900000001,1017.0,370650203001017.0,Block 1017,U,75988.0,U,S,8.0,9.0,37.0,65.0,20300.0,37065020300.0,Census Tract 203,NC,Edgecombe County,North Carolina,1989,"ROCKY MOUNT,NC,27801-0000","27801, ROCKY MOUNT, NORTH CAROLINA",-77.78948,35.9411900000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2088444,496.0,42340.0,"Savannah, GA","Savannah, GA Metro Area",M1,-81.099295|32.0837500000001,3012.0,130510117003012.0,Block3012,U,79768.0,,S,0.0,0.0,13.0,51.0,11700.0,13051011700.0,Census Tract 117,GA,Chatham County,Georgia,1989,"SAVANNAH,GA,31402-0000","31402, SAVANNAH, GEORGIA",-81.099295,32.0837500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110676,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.564999|39.397239,2049.0,390170146002049.0,Block 2049,U,16885.0,U,S,4.0,9.0,39.0,17.0,14600.0,39017014600.0,Census Tract 146,OH,Butler County,Ohio,1989,"HAMILTON,OH,45011-2901","45011-2901, HAMILTON, OHIO",-84.564999,39.397239,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2105359,430.0,38300.0,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-79.995141|40.443732,5013.0,420030201005013.0,Block 5013,U,69697.0,U,S,1.0,14.0,42.0,3.0,20100.0,42003020100.0,Census Tract 201,PA,Allegheny County,Pennsylvania,1989,"PITTSBURGH,PA,15230-0837","15230-0837, PITTSBURGH, PENNSYLVANIA",-79.995141,40.443732,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2106332,198.0,49780.0,"Zanesville, OH","Zanesville, OH Micro Area",M2,-82.0095|39.9588450000001,4004.0,391199118004004.0,Block 4004,U,98074.0,U,S,30.0,23.0,39.0,119.0,911800.0,39119911800.0,Census Tract 9118,OH,Muskingum County,Ohio,1989,"ZANESVILLE,OH,43701-0000","43701, ZANESVILLE, OHIO",-82.0095,39.9588450000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2107515,212.0,19430.0,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.1963995|39.757779,3030.0,391130015013030.0,Block 3030,U,22528.0,U,S,1.0,4.0,39.0,113.0,1501.0,39113001501.0,Census Tract 15.01,OH,Montgomery County,Ohio,1989,"DAYTON,OH,45402-1429","45402-1429, DAYTON, OHIO",-84.1963995,39.757779,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2107682,198.0,18140.0,"Columbus, OH","Columbus, OH Metro Area",M1,-82.9768905|40.066974,1006.0,390490069241006.0,Block 1006,U,19234.0,U,S,90.0,239.0,39.0,49.0,6924.0,39049006924.0,Census Tract 69.24,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43229-5197","43229-5197, COLUMBUS, OHIO",-82.9768905,40.066974,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2109259,,,,,,-81.8377785|39.667131,1019.0,391159689001019.0,Block 1019,R,,,S,49.0,102.0,39.0,115.0,968900.0,39115968900.0,Census Tract 9689,OH,Morgan County,Ohio,1989,"MCCONNELSVILLE,OH,43756-0359","43756-0359, MCCONNELSVILLE, OHIO",-81.8377785,39.667131,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110470,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.3951752|39.51897,2002.0,390170144002002.0,Block 2002,U,56926.0,U,S,51.0,106.0,39.0,17.0,14400.0,39017014400.0,Census Tract 144,OH,Butler County,Ohio,1989,"MIDDLETOWN,OH,45042-0000","45042, MIDDLETOWN, OHIO",-84.3951752,39.51897,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110523,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.4228305|39.161988,1012.0,390610276001012.0,Block 1012,U,16885.0,U,S,0.0,0.0,39.0,61.0,27600.0,39061027600.0,Census Tract 276,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45209-1088","45209-1088, CINCINNATI, OHIO",-84.4228305,39.161988,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110532,212.0,19430.0,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.2086395|40.041882,5005.0,391093653015005.0,Block 5005,U,88612.0,U,S,17.0,20.0,39.0,109.0,365301.0,39109365301.0,Census Tract 3653.01,OH,Miami County,Ohio,1989,"TROY,OH,45373-2928","45373-2928, TROY, OHIO",-84.2086395,40.041882,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110541,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.51331|39.10905,3010.0,390610010003010.0,Block 3010,U,16885.0,U,S,3.0,7.0,39.0,61.0,1000.0,39061001000.0,Census Tract 10,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-0000","45202, CINCINNATI, OHIO",-84.51331,39.10905,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110571,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.5130015|39.100977,3005.0,390610265003005.0,Block 3005,U,16885.0,U,S,0.0,0.0,39.0,61.0,26500.0,39061026500.0,Census Tract 265,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-2803","45202-2803, CINCINNATI, OHIO",-84.5130015,39.100977,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110573,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.5114895|39.101661,3035.0,390610007003035.0,Block 3035,U,16885.0,U,S,0.0,4.0,39.0,61.0,700.0,39061000700.0,Census Tract 7,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-3115","45202-3115, CINCINNATI, OHIO",-84.5114895,39.101661,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110616,178.0,17140.0,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.43768|39.1382850000001,2007.0,390610050002007.0,Block 2007,U,16885.0,U,S,10.0,9.0,39.0,61.0,5000.0,39061005000.0,Census Tract 50,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45208-0000","45208, CINCINNATI, OHIO",-84.43768,39.1382850000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110764,198.0,18140.0,"Columbus, OH","Columbus, OH Metro Area",M1,-82.997748|39.962628,4087.0,390490030004087.0,Block 4087,U,19234.0,U,S,0.0,0.0,39.0,49.0,3000.0,39049003000.0,Census Tract 30,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43215-3607","43215-3607, COLUMBUS, OHIO",-82.997748,39.962628,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2104443,430.0,38300.0,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-79.995075057|40.4437676920001,5013.0,420030201005013.0,Block 5013,U,69697.0,U,S,1.0,14.0,42.0,3.0,20100.0,42003020100.0,Census Tract 201,PA,Allegheny County,Pennsylvania,1989,"PITTSBURGH,PA,15230-0000","15230, PITTSBURGH, PENNSYLVANIA",-79.995075057,40.4437676920001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110807,212.0,19430.0,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-83.9291985|39.684411,5011.0,390572406005011.0,Block 5011,U,97470.0,U,S,12.0,10.0,39.0,57.0,240600.0,39057240600.0,Census Tract 2406,OH,Greene County,Ohio,1989,"XENIA,OH,45385-3501","45385-3501, XENIA, OHIO",-83.9291985,39.684411,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2110936,212.0,19430.0,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.1897099999999|39.7570000000001,2055.0,391130015012055.0,Block 2055,U,22528.0,U,S,0.0,0.0,39.0,113.0,1501.0,39113001501.0,Census Tract 15.01,OH,Montgomery County,Ohio,1989,"DAYTON,OH,45402-0000","45402, DAYTON, OHIO",-84.1897099999999,39.7570000000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2110990,198.0,32020.0,"Marion, OH","Marion, OH Micro Area",M2,-83.126065|40.5873839000001,2010.0,391010001002010.0,Block 2010,U,54658.0,U,S,1.0,5.0,39.0,101.0,100.0,39101000100.0,Census Tract 1,OH,Marion County,Ohio,1989,"MARION,OH,43302-0437","43302, MARION, OHIO",-83.126065,40.5873839000001,Postal,100.0,M,0.0,2024-06-24
